Environment,Activation,Type,SarCategory,Lat,Long,date,Region
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.18677,174.946505,2018-08-01,Wellington
Water,Undetermined,EPIRB,Category 2 SAR,-13.833833,-171.749667,2012-12-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-21.2405,-172.683667,2013-11-01,Unknown
Land,Undetermined,PLB,Category 2 SAR,-41.18677,174.946505,2018-08-01,Wellington
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-46.5904974,168.3256671,2013-11-01,Southland
Water,Undetermined,EPIRB,Category 2 SAR,-37.718833,176.2943328,2014-11-01,Bay of Plenty
Land,Real distress,PLB,Category 2 SAR,-42.7544985,171.7744983,2015-11-01,West Coast
Land,Real distress,PLB,Category 2 SAR,-39.7533322,176.2733379,2016-09-01,Hawke's Bay
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-44.202514,-176.696369,2017-09-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-46.666667,168.320006,2018-08-01,Southland
Air,Real distress,ELT,Category 2 SAR,-37.8436666,175.0884948,2013-11-01,Waikato
Land,Undetermined,PLB,Category 2 SAR,-41.110169,173.0061695,2014-11-01,Tasman
Land,Malfunction,EPIRB,Category 2 SAR,-27.181471,153.054639,2015-11-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-46.414998,168.3259983,2016-09-01,Southland
Water,Malfunction,EPIRB,Category 2 SAR,-37.664167,176.166663,2017-09-01,Bay of Plenty
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-37.626666,176.46,2018-08-01,Bay of Plenty
Land,Real distress,PLB,Category 2 SAR,-41.4655003,172.4811704,2013-11-01,Tasman
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-41.1016704,174.8641677,2015-11-01,Wellington
Air,Outside NZSRR,ELT,Category 2 SAR,-38.257065,144.893432,2016-09-01,Unknown
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.186763,174.946455,2017-09-01,Wellington
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-41.18677,174.946505,2018-08-01,Wellington
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-42.4255029,173.6874957,2013-11-01,Canterbury
Land,Real distress,PLB,Category 2 SAR,-175.351162,175.351162,2014-11-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-42.7161695,172.9173328,2015-11-01,Canterbury
Land,Real distress,PLB,Category 2 SAR,-40.9616695,172.195003,2016-09-01,West Coast
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.18677,174.946505,2018-08-01,Wellington
Water,Real distress,EPIRB,Category 2 SAR,-18.849789,-175.03715,2014-11-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-44.663457,169.101026,2018-08-01,Otago
Water,Mishandling / inadvertent,PLB,Category 2 SAR,-39.6451653,173.3161656,2012-12-01,Unknown
Air,Malfunction,ELT,Category 2 SAR,-44.7253331,169.2444982,2013-11-01,Otago
Air,Outside NZSRR,ELT,Category 2 SAR,-31.961936,151.992027,2014-11-01,Unknown
Not Determined,Undetermined,PLB,Category 2 SAR,-41.185829,174.946501,2016-09-01,Wellington
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-39.034996,174.098334,2017-09-01,Taranaki
Water,Outside NZSRR,EPIRB,Category 2 SAR,-10.151184,141.608254,2018-08-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-44.8820044,168.2570058,2014-11-01,Otago
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.186408,174.947959,2015-11-01,Wellington
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-43.6100033,172.7033363,2016-09-01,Canterbury
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-43.101509,172.830746,2017-09-01,Canterbury
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-40.898333,175.010005,2018-08-01,Wellington
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-45.0083304,168.7833313,2013-11-01,Otago
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-45.7568374,168.8419966,2015-11-01,Southland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.51733,173.933666,2017-09-01,Marlborough
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-44.676163,169.191838,2018-08-01,Otago
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-46.5874985,168.3333281,2014-11-01,Southland
Water,Malfunction,PLB,Category 2 SAR,-41.2108363,173.9583282,2015-11-01,Marlborough
Water,Undetermined,EPIRB,Category 2 SAR,-21.087488,-175.201625,2017-09-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-18.974,178.425,2012-12-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-46.1755006,170.0678283,2014-11-01,Otago
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-45.8943353,170.4118311,2016-09-01,Otago
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.186763,174.946455,2017-09-01,Wellington
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.18677,174.946505,2018-08-01,Wellington
Water,Outside NZSRR,EPIRB,Category 2 SAR,-10.749447,151.796731,2014-11-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-46.7229991,167.7308338,2015-11-01,Southland
Water,Outside NZSRR,EPIRB,Category 2 SAR,-18.503167,177.606667,2012-12-01,Unknown
Air,Mishandling / inadvertent,EPIRB,Category 2 SAR,-27.4,153.118333,2013-11-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-9.436295,159.963321,2014-11-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-44.728336,169.193337,2017-09-01,Otago
Air,Undetermined,ELT,Category 2 SAR,-45.374996,170.838333,2018-08-01,Otago
Water,Outside NZSRR,EPIRB,Category 2 SAR,-41.388667,148.381833,2012-12-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.2983298,173.2166715,2016-09-01,Nelson
Water,Real distress,PLB,Category 2 SAR,-39.281168,175.327833,2017-09-01,Manawatu-Wanganui
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,4.343567,102.699521,2018-08-01,Unknown
Air,Undetermined,ELT,Category 2 SAR,-41.0470005,174.8936652,2014-11-01,Wellington
Water,Undetermined,EPIRB,Category 2 SAR,-18.129323,178.430662,2015-11-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-44.7150026,169.2383371,2016-09-01,Otago
Water,Outside NZSRR,EPIRB,Category 2 SAR,58.337948,19.975872,2017-09-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.0339977,174.970828,2014-11-01,Auckland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-39.490962,176.932237,2015-11-01,Hawke's Bay
Water,Outside NZSRR,EPIRB,Category 2 SAR,-10.335269,141.856988,2016-09-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-36.113332,174.116664,2017-09-01,Northland
Land,Malfunction,EPIRB,Category 2 SAR,-36.648332,174.620001,2018-08-01,Auckland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-39.4671677,176.8699962,2012-12-01,Hawke's Bay
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.3303368,174.8095041,2013-11-01,Wellington
Land,Real distress,PLB,Category 2 SAR,-43.6478377,170.6678373,2015-11-01,Canterbury
Not Determined,Undetermined,PLB,Category 2 SAR,-41.185829,174.946501,2016-09-01,Wellington
Not Determined,Undetermined,EPIRB,Category 2 SAR,-14.30856,-170.672078,2017-09-01,Unknown
Land,Malfunction,EPIRB,Category 2 SAR,-36.811164,174.644501,2018-08-01,Auckland
Land,Real distress,PLB,Category 2 SAR,-42.8121654,171.7345015,2012-12-01,West Coast
Land,Real distress,PLB,Category 2 SAR,-42.9021665,171.6254953,2013-11-01,West Coast
Water,Undetermined,EPIRB,Category 2 SAR,-41.186408,174.947959,2014-11-01,Wellington
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-39.8173314,174.7015035,2016-09-01,Taranaki
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-40.291337,175.241333,2018-08-01,Manawatu-Wanganui
Land,Real distress,PLB,Category 2 SAR,-43.7530023,170.0143317,2013-11-01,Canterbury
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-14.266667,-170.666742,2014-11-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-21.110217,149.229968,2015-11-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-39.9488288,176.0290023,2016-09-01,Manawatu-Wanganui
Water,Outside NZSRR,EPIRB,Category 2 SAR,-18.042364,-149.7457,2017-09-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-38.197835,177.977837,2018-08-01,Gisborne
Water,Undetermined,EPIRB,Category 2 SAR,-20.548667,-173.1615,2013-11-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-44.3914983,171.2573365,2014-11-01,Canterbury
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.186408,174.947959,2015-11-01,Wellington
Land,Real distress,PLB,Category 2 SAR,-42.4208373,172.2465047,2016-09-01,West Coast
Land,Real distress,PLB,Category 2 SAR,-43.4233363,170.6945014,2012-12-01,Canterbury
Water,Outside NZSRR,EPIRB,Category 2 SAR,-18.257323,178.539747,2014-11-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-40.9388339,172.605497,2016-09-01,Tasman
Water,Undetermined,EPIRB,Category 2 SAR,-33.845944,151.342048,2017-09-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-39.5600031,176.5121685,2013-11-01,Hawke's Bay
Air,Malfunction,ELT,Category 2 SAR,-46.511622,167.454394,2015-11-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,32.30283,-14.26471,2016-09-01,Unknown
Air,Real distress,ELT,Category 2 SAR,-45.9225022,170.2013322,2015-11-01,Otago
Not Determined,Undetermined,EPIRB,Category 2 SAR,-13.906667,-171.913833,2012-12-01,Unknown
Water,Malfunction,EPIRB,Category 2 SAR,-39.0223306,174.0153355,2013-11-01,Taranaki
Land,Malfunction,EPIRB,Category 2 SAR,-36.8866692,174.8248344,2014-11-01,Auckland
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.186408,174.947959,2015-11-01,Wellington
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,27.784721,-15.345818,2016-09-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-37.211666,175.926663,2017-09-01,Waikato
Land,Malfunction,PLB,Category 2 SAR,-39.291164,175.562166,2018-08-01,Manawatu-Wanganui
Water,Real distress,EPIRB,Category 2 SAR,-16.474959,-154.707871,2014-11-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-39.5611652,175.6999987,2016-09-01,Manawatu-Wanganui
Land,Real distress,PLB,Category 2 SAR,-39.3245,175.002162,2017-09-01,Manawatu-Wanganui
Water,Outside NZSRR,EPIRB,Category 2 SAR,-35.054167,150.468667,2013-11-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-41.3433336,174.7725024,2015-11-01,Wellington
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-44.7216627,169.2533347,2016-09-01,Otago
Land,Mishandling / inadvertent,EPIRB,Category 2 SAR,-41.361665,173.140005,2017-09-01,Tasman
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-16.308792,176.743586,2018-08-01,Unknown
Water,Malfunction,EPIRB,Category 2 SAR,-18.450272,179.97743,2014-11-01,Unknown
Water,Malfunction,EPIRB,Category 2 SAR,-37.8088362,174.8554991,2015-11-01,Waikato
Air,Undetermined,ELT,Category 2 SAR,-41.185829,174.946501,2016-09-01,Wellington
Land,Mishandling / inadvertent,PLB,Category 2 SAR,25.182011,55.018964,2017-09-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.858335,175.309999,2018-08-01,Waikato
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,30.4355,49.105667,2012-12-01,Unknown
Air,Outside NZSRR,ELT,Category 2 SAR,-27.558667,153.0095,2013-11-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-46.3828308,168.3394938,2016-09-01,Southland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.480165,172.549665,2017-09-01,Canterbury
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-41.18677,174.946505,2018-08-01,Wellington
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-39.666667,176.050004,2017-09-01,Manawatu-Wanganui
Land,Malfunction,PLB,Category 2 SAR,-38.904496,177.642168,2018-08-01,Hawke's Bay
Air,Outside NZSRR,ELT,Category 2 SAR,-32.765667,151.828,2013-11-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,16.28325,115.230858,2016-09-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.024997,174.973338,2017-09-01,Auckland
Not Determined,Undetermined,PLB,Category 2 SAR,-33.174996,177.668335,2018-08-01,Unknown
Air,Outside NZSRR,ELT,Category 2 SAR,-33.948333,151.0325,2013-11-01,Unknown
Water,Outside NZSRR,PLB,Category 2 SAR,2.000032,173.000043,2014-11-01,Unknown
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.186763,174.946455,2017-09-01,Wellington
Water,Real distress,EPIRB,Category 2 SAR,-38.667319,149.082454,2018-08-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-19.427833,148.693167,2012-12-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.0000017,174.7833321,2013-11-01,Auckland
Water,Outside NZSRR,EPIRB,Category 2 SAR,37.302051,154.437839,2014-11-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-41.0433289,172.9966685,2015-11-01,Tasman
Air,Malfunction,ELT,Category 2 SAR,-41.536667,173.9250011,2016-09-01,Marlborough
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-44.72283,169.244496,2017-09-01,Otago
Not Determined,Undetermined,ELT,Category 2 SAR,-68.437965,-160.232115,2018-08-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-41.18677,174.9464776,2013-11-01,Wellington
Water,Undetermined,EPIRB,Category 2 SAR,-41.186408,174.947959,2014-11-01,Wellington
Water,Outside NZSRR,EPIRB,Category 2 SAR,-43.025563,147.628694,2015-11-01,Unknown
Air,Outside NZSRR,ELT,Category 2 SAR,-53.168423,-70.869875,2016-09-01,Unknown
Not Determined,Undetermined,PLB,Category 2 SAR,-41.186763,174.946455,2017-09-01,Wellington
Land,Malfunction,PLB,Category 2 SAR,-39.558836,175.097831,2018-08-01,Manawatu-Wanganui
Water,Outside NZSRR,EPIRB,Category 2 SAR,-19.272167,146.784833,2013-11-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-34.879989,138.245866,2016-09-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-41.186763,174.946455,2017-09-01,Wellington
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-38.2448349,178.3181624,2012-12-01,Gisborne
Water,Real distress,PLB,Category 2 SAR,-41.7255035,174.205495,2014-12-01,Marlborough
Land,Outside NZSRR,PLB,Category 2 SAR,-32.793378,151.84328,2015-11-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-44.7416654,169.2533295,2016-09-01,Otago
Land,Outside NZSRR,PLB,Category 2 SAR,-42.267987,146.666106,2017-09-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-33.911358,151.484207,2018-08-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-36.8376673,174.7551652,2012-12-01,Auckland
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-9.3855,-171.247833,2013-11-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-37.0766704,175.6566721,2014-12-01,Waikato
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-38.7411686,176.0821652,2015-11-01,Waikato
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-39.6649983,176.5250018,2016-09-01,Hawke's Bay
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.659999,176.143332,2017-09-01,Bay of Plenty
Water,Outside NZSRR,EPIRB,Category 2 SAR,-18.13112,178.409943,2018-08-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-13.996,-171.881667,2012-12-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-44.3921662,171.2545042,2013-11-01,Canterbury
Air,Malfunction,ELT,Category 2 SAR,-40.883341,173.837318,2016-10-01,Marlborough
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.116664,173,2018-08-01,Tasman
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-33.797289,151.005564,2014-12-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-36.733282,174.40642,2016-10-01,Auckland
Land,Real distress,PLB,Category 2 SAR,-39.706663,175.325501,2017-09-01,Manawatu-Wanganui
Land,Undetermined,PLB,Category 2 SAR,38.9932,-107.0459,2018-08-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-36.6578345,174.6238361,2014-12-01,Auckland
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-33.599271,-135.10664,2016-10-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-42.450003,171.176665,2017-09-01,West Coast
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-32.655868,172.902955,2018-08-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-21.138667,-175.182167,2013-11-01,Unknown
Water,Malfunction,EPIRB,Category 2 SAR,-37.7500038,176.2499995,2015-11-01,Bay of Plenty
Land,Deliberate but questionable need for SAROP,PLB,Category 2 SAR,-38.709999,177.100003,2018-08-01,Hawke's Bay
Water,Malfunction,EPIRB,Category 2 SAR,-37.6,175.9333333,2010-12-01,Bay of Plenty
Land,Real distress,PLB,Category 2 SAR,-41.6781664,172.1814998,2013-11-01,West Coast
Air,Undetermined,ELT,Category 2 SAR,-36.7943352,174.6234967,2014-12-01,Auckland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.90567,171.733205,2016-10-01,Canterbury
Air,Undetermined,ELT,Category 2 SAR,-41.18677,174.946505,2018-08-01,Wellington
Air,Outside NZSRR,ELT,Category 2 SAR,-30.513945,151.666884,2014-12-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-39.1288351,174.998829,2015-11-01,Manawatu-Wanganui
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-37.914963,177.055805,2016-10-01,Bay of Plenty
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-44.4106649,169.1088349,2014-12-01,Otago
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.484998,172.53333,2017-09-01,Canterbury
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-45.055329,168.811661,2018-08-01,Otago
Land,Real distress,PLB,Category 2 SAR,-44.6611679,168.1721631,2013-11-01,Southland
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-21.136913,-175.182801,2014-12-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.039849,174.985373,2015-11-01,Auckland
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,14.826636,120.298226,2016-10-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-14.273136,-170.6805,2017-09-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.14833,176.078331,2018-08-01,Wellington
Land,Outside NZSRR,PLB,Category 2 SAR,-43.177892,-173.124162,2014-12-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-45.019501,168.736831,2017-09-01,Otago
Land,Malfunction,EPIRB,Category 2 SAR,-36.927831,174.836672,2018-08-01,Auckland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-36.741911,174.71507,2016-10-01,Auckland
Water,Real distress,EPIRB,Category 2 SAR,-19.78414,-174.448241,2017-09-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-45.941667,170.181673,2018-08-01,Otago
Air,Outside NZSRR,ELT,Category 2 SAR,-30.344167,153.056333,2013-11-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-45.0225005,168.738334,2015-11-01,Otago
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-40.250142,175.417495,2016-10-01,Manawatu-Wanganui
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-38.664995,177.983336,2018-08-01,Gisborne
Land,Real distress,PLB,Category 2 SAR,-43.368668,170.383172,2014-12-01,West Coast
Air,Undetermined,ELT,Category 2 SAR,-37.0363347,174.9750032,2015-11-01,Auckland
Land,Outside NZSRR,PLB,Category 2 SAR,-22.39896,131.227651,2016-10-01,Unknown
Air,Undetermined,ELT,Category 2 SAR,-41.514497,173.871165,2018-08-01,Marlborough
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-44.389166,171.2596656,2013-11-01,Canterbury
Air,Outside NZSRR,ELT,Category 2 SAR,-32.771315,151.887199,2014-12-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-39.716716,176.178651,2016-10-01,Hawke's Bay
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,5.106749,-1.25845,2018-08-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.0733324,175.091163,2015-11-01,Auckland
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-36.893242,147.26094,2017-09-01,Unknown
Not Determined,Real distress,PLB,Category 2 SAR,-45.931668,170.696671,2018-08-01,Otago
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.6661643,176.152671,2013-11-01,Bay of Plenty
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-42.4111692,173.6808372,2015-11-01,Canterbury
Water,Real distress,EPIRB,Category 2 SAR,-15.08354,178.21672,2016-10-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-42.681663,171.426669,2018-08-01,West Coast
Water,Outside NZSRR,EPIRB,Category 2 SAR,-27.782833,153.387,2013-11-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.1800043,174.9746613,2014-12-01,Auckland
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-41.9723327,174.8861725,2015-11-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-21.18312,-175.175204,2016-10-01,Unknown
Not Determined,Outside NZSRR,ELT,Category 2 SAR,15.046784,-93.714874,2018-08-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-42.569999,171.9788339,2013-11-01,West Coast
Air,Outside NZSRR,ELT,Category 2 SAR,-59.348995,-153.445914,2014-12-01,Unknown
Water,Real distress,EPIRB,Category 2 SAR,-44.295523,-176.193408,2015-11-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-43.398802,170.391952,2016-10-01,West Coast
Not Determined,Mishandling / inadvertent,PLB,Category 2 SAR,-39.261951,145.585587,2018-08-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-30.575833,162.144333,2013-11-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-44.7521686,168.0178284,2014-12-01,Southland
Air,Malfunction,ELT,Category 2 SAR,-37.0733324,175.091163,2015-11-01,Auckland
Land,Real distress,PLB,Category 2 SAR,-39.2612,174.118865,2016-10-01,Taranaki
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-41.186763,174.946455,2017-09-01,Wellington
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-36.798835,174.334167,2018-08-01,Auckland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-35.4526649,173.8164982,2013-12-01,Northland
Water,Outside NZSRR,EPIRB,Category 2 SAR,-31.534963,153.682263,2014-12-01,Unknown
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-34.632158,141.823929,2016-10-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-44.682251,169.112065,2017-09-01,Otago
Water,Malfunction,EPIRB,Category 2 SAR,-36.8928359,174.853832,2014-12-01,Auckland
Land,Real distress,PLB,Category 2 SAR,-43.761198,169.545189,2016-10-01,West Coast
Water,Outside NZSRR,EPIRB,Category 2 SAR,-34.855645,150.714915,2017-09-01,Unknown
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.186408,174.947959,2014-12-01,Wellington
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-38.706158,176.783618,2016-10-01,Hawke's Bay
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-43.520377,172.637559,2018-08-01,Canterbury
Land,Mishandling / inadvertent,EPIRB,Category 2 SAR,-38.68733333,176.1241667,2010-12-01,Waikato
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-43.4999993,172.3866614,2013-12-01,Canterbury
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-38.7183301,175.9868302,2014-12-01,Waikato
Air,Undetermined,ELT,Category 2 SAR,-51.195939,-59.686129,2015-11-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-44.304613,171.227243,2016-10-01,Canterbury
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-46.415,168.321664,2018-08-01,Southland
Land,Real distress,PLB,Category 2 SAR,-39.3500009,174.9766636,2013-12-01,Manawatu-Wanganui
Water,Real distress,PLB,Category 2 SAR,-36.8465021,174.8679982,2014-12-01,Auckland
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.185727,174.945908,2016-10-01,Wellington
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-39.472167,175.755333,2017-09-01,Manawatu-Wanganui
Not Determined,Outside NZSRR,PLB,Category 2 SAR,-29.695805,152.921253,2016-10-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-42.251168,173.734671,2017-09-01,Canterbury
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-45.861662,170.364999,2018-08-01,Otago
Land,Real distress,PLB,Category 2 SAR,-44.249998,170.7499981,2015-11-01,Canterbury
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.038325,174.845204,2016-10-01,Auckland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-36.998334,174.80833,2017-09-01,Auckland
Water,Malfunction,EPIRB,Category 2 SAR,-43.84347,-176.635996,2018-08-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-16.390313,145.595005,2014-12-01,Unknown
Air,Real distress,ELT,Category 2 SAR,-38.228331,176.5201631,2015-11-01,Bay of Plenty
Not Determined,Undetermined,PLB,Category 2 SAR,-38.68995,178.102915,2016-10-01,Gisborne
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-36.866663,174.949997,2017-09-01,Auckland
Water,Undetermined,EPIRB,Category 2 SAR,-41.185727,174.945908,2016-10-01,Wellington
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-36.668335,174.653339,2017-09-01,Auckland
Water,Undetermined,EPIRB,Category 2 SAR,5.583074,5.158753,2018-08-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-39.9690014,176.8545058,2013-12-01,Hawke's Bay
Water,Malfunction,EPIRB,Category 2 SAR,-17.553401,-149.664042,2016-10-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-37.555499,175.753329,2017-09-01,Waikato
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-37.459998,175.706662,2018-08-01,Waikato
Land,Real distress,PLB,Category 2 SAR,-45.724664,170.4351686,2013-12-01,Otago
Water,Malfunction,EPIRB,Category 2 SAR,-54.526252,159.488548,2014-12-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-42.117857,173.630952,2016-10-01,Canterbury
Water,Malfunction,EPIRB,Category 2 SAR,-41.18677,174.946505,2018-09-01,Wellington
